55	3.87174929075
66	3.71283017453
70	3.71281736653
79	3.6184562307
82	3.57620351946
88	3.6883148681
96	3.69124130416
116	3.69258053045
117	3.50974290566
126	3.78228077066
129	3.69488424195
132	3.60710588673
150	5.0
151	3.52101211444
156	3.63521122011
164	3.63837296211
170	3.96330708408
172	3.83481515654
181	3.55743518306
183	3.55216899173
195	3.59122538109
198	3.8156259315
202	3.83680978323
204	3.81467654922
210	3.59587792407
211	3.62908429085
213	3.52503433399
216	3.76046563612
222	3.72391848979
241	3.53200093291
246	3.81733341986
268	4.0
347	5.0
381	3.99439700009
385	3.6087403769
425	3.71102661857
433	3.75148245028
483	3.69125814419
516	3.61387288846
522	5.0
523	5.0
526	3.5812236997
566	3.62993968633
568	3.6780043252
604	3.76768168343
631	3.52626903228
633	3.94061458399
648	3.81245886702
652	5.0
684	3.69342121911
705	3.60367900298
718	3.89753103599
732	3.75575542926
745	3.73027958268
789	5.0
856	5.0
921	3.88675393678
1007	3.84157217339
1103	5.0
1269	3.72288565866
1450	4.0
1456	5.0
1537	4.19055994643
