1|305|2|
1|413|1|
1|503|7|
1|555|5|
1|605|10|
1|733|6|
1|848|5|
1|950|3|
1|1015|10|
1|1122|5|
1|1219|4|
1|1355|0|
1|1471|1|
1|1547|0|
1|1665|3|
1|1739|10|
1|1870|7|
1|2010|8|
1|2138|6|
1|2280|2|
1|2376|6|
1|2444|4|
1|2561|0|
1|2648|2|
1|2789|7|
1|2882|9|
2|390|6|
2|527|8|
2|609|4|
2|734|10|
2|826|9|
2|884|3|
2|978|3|
2|1115|10|
2|1193|9|
2|1303|9|
2|1434|10|
2|1496|2|
2|1609|4|
2|1728|1|
2|1854|3|
2|1996|9|
2|2117|3|
2|2191|8|
2|2257|7|
2|2365|10|
2|2452|2|
2|2592|9|
2|2717|9|
2|2782|10|
2|2839|3|
2|2969|8|
2|3118|2|
2|3249|7|
2|3310|10|
2|3430|9|
2|3507|8|
2|3604|4|
2|3741|1|
2|3849|5|
2|3917|2|
2|4058|2|
2|4173|8|
2|4322|5|
3|59|4|
3|134|0|
3|250|2|
3|375|7|
3|437|0|
3|526|2|
3|632|0|
3|694|4|
3|765|2|
3|842|4|
3|967|7|
3|1110|10|
3|1233|1|
3|1335|4|
3|1450|2|
4|402|10|
4|459|7|
4|523|3|
4|628|4|
4|778|10|
4|928|10|
4|1034|1|
4|1104|2|
4|1217|9|
4|1288|7|
4|1422|5|
4|1558|8|
4|1640|5|
4|1752|10|
4|1899|5|
4|1990|8|
4|2098|5|
4|2189|1|
4|2301|7|
4|2436|6|
4|2575|8|
4|2702|7|
4|2841|0|
4|2915|0|
5|396|3|
5|506|7|
5|619|0|
5|755|8|
5|813|7|
5|927|7|
5|1062|6|
5|1120|6|
5|1209|4|
5|1305|8|
5|1385|4|
5|1530|3|
5|1646|1|
5|1715|7|
5|1825|3|
5|1957|6|
5|2076|4|
5|2196|7|
5|2323|4|
6|448|2|
6|557|6|
6|630|9|
6|752|5|
6|830|2|
6|908|1|
6|967|7|
6|1018|8|
6|1153|10|
6|1263|5|
6|1408|4|
6|1477|3|
6|1596|4|
6|1722|6|
6|1794|6|
6|1899|10|
6|1956|7|
6|2022|0|
6|2154|2|
6|2293|5|
6|2426|3|
6|2484|7|
6|2572|1|
6|2712|4|
6|2823|3|
6|2932|9|
6|3039|6|
6|3152|2|
6|3293|7|
6|3378|5|
6|3489|5|
6|3579|3|
6|3726|4|
6|3780|10|
6|3900|5|
6|4043|7|
7|246|0|
7|334|5|
7|473|6|
7|607|3|
7|755|10|
7|842|6|
7|972|1|
7|1097|5|
7|1228|9|
7|1339|3|
7|1469|4|
7|1587|8|
7|1692|10|
7|1753|5|
7|1828|1|
7|1924|1|
7|1983|9|
7|2069|0|
7|2174|10|
7|2277|0|
7|2369|10|
7|2506|3|
7|2556|5|
7|2630|9|
7|2713|5|
7|2801|9|
7|2859|8|
8|21|9|
8|146|7|
8|205|5|
8|278|9|
8|354|0|
8|424|0|
8|493|4|
8|614|7|
8|722|7|
8|854|1|
8|927|9|
8|1030|5|
8|1127|10|
8|1260|2|
8|1315|4|
8|1403|8|
8|1512|10|
8|1633|5|
8|1727|9|
8|1855|7|
8|1935|4|
8|2035|7|
8|2158|5|
8|2254|4|
8|2392|6|
8|2443|0|
8|2538|6|
8|2623|7|
8|2712|4|
8|2827|9|
8|2928|3|
8|2996|10|
8|3130|8|
8|3191|10|
9|329|0|
9|439|9|
9|514|7|
9|595|0|
9|651|2|
9|796|1|
9|877|2|
9|956|2|
9|1086|3|
9|1210|0|
9|1360|6|
9|1462|9|
9|1587|1|
9|1726|8|
9|1781|9|
9|1929|1|
9|2048|4|
9|2186|5|
9|2249|2|
9|2332|8|
9|2393|0|
9|2478|10|
9|2541|10|
10|406|5|
10|460|5|
10|537|4|
10|603|3|
10|720|7|
10|859|10|
10|959|7|
10|1077|1|
10|1168|7|
10|1234|5|
10|1284|3|
10|1339|3|
10|1480|6|
10|1547|4|
10|1602|3|
10|1692|5|
10|1820|0|
10|1927|2|
10|2077|10|
10|2203|9|
10|2341|6|
10|2452|2|
10|2579|10|
10|2692|0|
10|2744|5|
10|2836|8|
10|2944|0|
11|66|7|
11|178|7|
11|258|8|
11|323|6|
11|465|4|
11|556|1|
11|655|6|
11|726|1|
11|789|7|
11|858|1|
11|993|5|
11|1074|4|
11|1152|3|
11|1216|1|
11|1270|10|
11|1369|2|
11|1422|7|
11|1506|4|
11|1613|9|
11|1727|1|
11|1842|9|
12|306|10|
12|433|3|
12|537|2|
12|677|8|
12|788|3|
12|913|0|
12|1006|3|
12|1056|10|
12|1115|10|
12|1177|8|
12|1261|10|
12|1405|4|
12|1555|3|
12|1637|1|
12|1705|9|
12|1807|7|
12|1893|8|
12|1957|2|
12|2106|6|
12|2222|8|
12|2318|5|
12|2455|10|
12|2532|4|
13|120|10|
13|231|5|
13|307|1|
13|400|7|
13|501|6|
13|554|5|
13|658|2|
13|745|5|
13|797|8|
13|874|1|
13|982|7|
13|1086|6|
13|1191|0|
13|1331|8|
13|1410|10|
13|1488|10|
13|1600|8|
13|1692|8|
13|1783|6|
13|1836|6|
13|1937|4|
13|2062|6|
13|2176|9|
13|2250|2|
13|2398|2|
13|2526|7|
13|2664|5|
13|2742|4|
13|2874|3|
13|2939|8|
13|2998|8|
13|3145|10|
13|3246|3|
13|3305|6|
13|3452|10|
13|3572|6|
13|3678|7|
13|3825|5|
13|3975|9|
14|384|2|
14|482|7|
14|568|9|
14|688|4|
14|826|6|
14|899|9|
14|971|4|
14|1035|9|
14|1167|6|
14|1231|10|
14|1283|6|
14|1368|10|
14|1456|2|
14|1537|10|
14|1672|5|
14|1765|9|
14|1826|8|
14|1969|1|
14|2021|8|
15|369|0|
15|489|3|
15|556|10|
15|691|7|
15|776|5|
15|889|3|
15|994|3|
15|1079|6|
15|1137|9|
15|1232|6|
15|1369|10|
15|1442|8|
15|1537|9|
15|1642|4|
15|1768|1|
15|1824|3|
15|1880|0|
16|30|3|
16|93|0|
16|170|3|
16|280|2|
16|338|6|
16|427|10|
16|556|7|
16|687|3|
16|756|1|
16|905|2|
16|1045|7|
16|1182|8|
16|1285|1|
16|1374|0|
16|1433|4|
16|1511|6|
16|1612|0|
16|1703|7|
17|119|3|
17|237|8|
17|344|9|
17|419|7|
17|469|2|
17|616|10|
17|751|9|
17|899|2|
17|960|2|
17|1051|0|
17|1135|10|
17|1235|2|
17|1293|5|
17|1425|9|
17|1524|8|
17|1629|0|
17|1766|3|
17|1820|8|
17|1943|5|
17|2029|1|
17|2134|8|
17|2270|1|
17|2381|6|
17|2481|5|
17|2582|7|
17|2730|4|
18|421|7|
18|485|2|
18|635|7|
18|717|7|
18|863|9|
18|931|9|
18|1002|9|
18|1097|10|
18|1193|1|
18|1304|4|
18|1448|4|
18|1515|6|
18|1644|9|
18|1770|7|
18|1908|0|
18|1967|1|
18|2045|6|
18|2182|4|
18|2329|7|
18|2464|0|
18|2535|1|
18|2647|10|
18|2714|8|
18|2854|4|
18|2962|9|
18|3086|5|
18|3177|5|
18|3291|9|
18|3436|4|
18|3540|1|
18|3663|6|
18|3793|7|
18|3890|6|
18|3970|10|
18|4082|9|
19|78|8|
19|195|2|
19|262|4|
19|313|5|
19|407|3|
19|535|3|
19|636|5|
19|704|6|
19|773|3|
19|902|5|
19|979|0|
19|1097|0|
19|1210|9|
19|1309|10|
19|1364|8|
19|1470|10|
19|1545|9|
19|1660|3|
20|494|10|
20|561|3|
20|626|3|
20|689|1|
20|798|2|
20|920|10|
20|1009|0|
20|1074|8|
20|1181|7|
20|1232|4|
20|1341|1|
20|1471|2|
20|1552|9|
20|1679|10|
20|1747|8|
20|1859|2|
20|1975|8|
20|2104|4|
20|2246|7|
20|2352|8|
20|2416|7|
20|2483|4|
20|2533|10|
20|2605|6|
20|2698|4|
20|2831|10|
20|2933|9|
20|2995|9|
20|3078|7|
20|3227|8|
21|276|4|
21|419|7|
21|515|8|
21|596|5|
21|723|0|
21|789|4|
21|898|3|
21|1037|8|
21|1104|7|
21|1229|8|
21|1283|2|
21|1375|1|
21|1502|4|
21|1609|5|
21|1702|9|
21|1778|2|
21|1833|6|
21|1979|2|
21|2081|0|
21|2200|4|
22|432|5|
22|485|9|
22|547|0|
22|655|5|
22|765|8|
22|906|0|
22|975|7|
22|1064|1|
22|1123|1|
22|1225|3|
22|1359|0|
22|1502|2|
22|1630|4|
22|1704|0|
22|1784|7|
22|1923|6|
22|2015|10|
22|2106|6|
22|2202|1|
22|2271|8|
22|2412|6|
22|2523|6|
22|2645|0|
22|2786|10|
22|2931|8|
22|3009|4|
22|3087|6|
22|3145|10|
22|3274|4|
22|3419|6|
22|3509|0|
22|3574|4|
22|3637|0|
22|3720|2|
22|3808|8|
22|3870|3|
22|4015|5|
23|459|10|
23|555|9|
23|690|5|
23|768|4|
23|836|10|
23|926|2|
23|982|2|
23|1121|1|
23|1187|0|
23|1250|3|
23|1386|1|
23|1461|6|
23|1542|0|
23|1666|2|
23|1805|0|
23|1900|10|
23|1969|3|
23|2075|3|
23|2186|10|
23|2332|0|
23|2426|5|
23|2572|2|
23|2648|6|
23|2744|0|
23|2842|8|
23|2975|4|
23|3035|8|
23|3155|6|
23|3237|7|
23|3360|1|
23|3439|4|
23|3528|5|
23|3618|2|
23|3757|5|
23|3819|9|
23|3947|3|
23|4009|6|
23|4083|8|
23|4169|2|
23|4228|0|
24|195|3|
24|316|9|
24|431|10|
24|484|4|
24|571|4|
24|697|3|
24|768|0|
24|913|1|
24|971|0|
24|1041|8|
24|1108|6|
24|1255|4|
24|1352|7|
24|1442|10|
24|1492|10|
24|1628|7|
24|1760|6|
24|1910|3|
24|1970|2|
24|2030|5|
24|2159|10|
24|2285|0|
24|2359|4|
24|2476|8|
24|2595|3|
24|2720|4|
24|2868|5|
24|2943|3|
24|2993|9|
24|3085|0|
24|3177|10|
24|3253|10|
24|3360|5|
24|3490|3|
24|3555|10|
25|120|8|
25|210|5|
25|282|9|
25|344|10|
25|413|7|
25|563|10|
25|683|10|
25|789|2|
25|867|1|
25|996|1|
25|1141|7|
25|1286|4|
25|1395|9|
25|1542|2|
25|1653|7|
25|1704|4|
25|1826|2|
25|1973|1|
25|2033|8|
25|2086|8|
25|2198|8|
25|2336|5|
25|2444|7|
25|2515|0|
25|2611|3|
25|2699|9|
26|271|1|
26|419|5|
26|523|4|
26|642|4|
26|765|2|
26|895|9|
26|1011|1|
26|1121|6|
26|1250|2|
26|1312|5|
26|1415|2|
26|1530|4|
26|1591|2|
26|1691|3|
26|1803|7|
26|1902|5|
26|1994|0|
26|2045|8|
26|2178|3|
26|2319|2|
26|2449|7|
26|2596|5|
26|2660|4|
26|2751|4|
26|2804|7|
26|2916|6|
27|95|1|
27|231|8|
27|332|9|
27|394|1|
27|523|7|
27|650|1|
27|726|5|
27|850|8|
27|925|0|
27|1009|8|
27|1067|10|
27|1172|4|
27|1274|8|
27|1387|1|
27|1537|4|
27|1587|0|
27|1668|9|
27|1723|2|
27|1819|8|
27|1921|9|
27|1973|3|
27|2067|6|
28|279|8|
28|363|2|
28|479|2|
28|610|2|
28|759|8|
28|849|4|
28|999|2|
28|1064|3|
28|1159|3|
28|1219|0|
28|1304|7|
28|1373|5|
28|1471|7|
28|1535|4|
28|1601|1|
28|1691|3|
28|1785|9|
28|1866|4|
28|2010|9|
28|2091|1|
29|176|9|
29|305|2|
29|416|8|
29|566|7|
29|684|10|
29|778|6|
29|908|2|
29|976|4|
29|1033|0|
29|1152|7|
29|1281|1|
29|1366|6|
29|1507|6|
29|1629|4|
29|1719|2|
29|1857|7|
29|1929|0|
29|2037|4|
29|2133|9|
29|2207|3|
29|2335|2|
29|2418|5|
29|2498|4|
29|2566|6|
29|2650|4|
29|2705|9|
29|2790|10|
29|2902|4|
29|2960|0|
29|3064|6|
29|3141|1|
29|3261|7|
29|3406|2|
30|500|2|
30|641|10|
30|738|6|
30|841|4|
30|957|6|
30|1031|7|
30|1151|8|
30|1256|3|
30|1324|9|
30|1398|2|
30|1470|3|
30|1614|4|
30|1704|9|
30|1810|5|
30|1910|9|
30|1963|9|
30|2110|9|
30|2212|7|
30|2262|1|
30|2335|2|
31|359|7|
31|484|7|
31|609|10|
31|713|2|
31|821|8|
31|921|3|
31|1046|0|
31|1187|10|
31|1249|3|
31|1302|6|
31|1430|10|
31|1550|2|
31|1635|2|
31|1756|10|
31|1821|3|
31|1917|5|
31|2050|2|
31|2123|0|
31|2231|7|
31|2315|3|
31|2422|3|
31|2553|10|
31|2673|6|
31|2781|2|
31|2894|1|
32|284|3|
32|427|3|
32|565|9|
32|714|6|
32|840|10|
32|905|0|
32|1038|3|
32|1174|6|
32|1295|0|
32|1435|7|
32|1572|6|
32|1688|0|
32|1837|3|
32|1987|4|
32|2056|6|
32|2160|6|
32|2277|8|
32|2370|4|
32|2466|9|
32|2591|7|
32|2719|6|
32|2781|1|
32|2886|5|
32|2981|4|
32|3109|3|
32|3199|3|
32|3345|5|
32|3417|4|
32|3536|8|
32|3658|5|
32|3736|5|
32|3833|7|
32|3895|5|
32|3953|5|
32|4018|2|
32|4079|9|
32|4135|0|
32|4232|1|
33|227|6|
33|376|3|
33|462|5|
33|540|1|
33|674|10|
33|776|3|
33|923|3|
33|1037|1|
33|1169|9|
33|1295|7|
33|1396|9|
33|1456|7|
33|1572|9|
33|1701|4|
33|1767|3|
33|1823|0|
33|1913|10|
33|2028|10|
33|2093|5|
33|2179|9|
33|2305|2|
33|2363|6|
33|2487|1|
33|2594|8|
33|2717|3|
33|2799|10|
33|2938|1|
33|2997|5|
33|3050|3|
33|3181|5|
33|3235|3|
33|3364|9|
33|3504|2|
34|185|7|
34|315|3|
34|395|7|
34|446|1|
34|577|1|
34|714|1|
34|814|8|
34|884|9|
34|988|2|
34|1106|9|
34|1190|6|
34|1337|7|
34|1396|6|
34|1543|9|
34|1600|5|
34|1651|0|
34|1715|7|
34|1788|3|
34|1844|6|
34|1976|2|
34|2040|7|
34|2136|7|
34|2187|2|
34|2329|3|
35|484|5|
35|606|0|
35|693|3|
35|743|1|
35|885|5|
35|969|3|
35|1056|0|
35|1204|7|
35|1292|8|
35|1401|1|
35|1526|2|
35|1647|9|
35|1751|6|
35|1871|8|
35|1955|5|
35|2010|2|
35|2122|10|
35|2208|6|
35|2302|2|
35|2404|7|
35|2532|2|
35|2648|7|
35|2728|0|
35|2852|9|
35|2966|6|
35|3042|7|
35|3162|4|
35|3248|7|
35|3321|6|
35|3405|1|
35|3496|1|
35|3645|1|
35|3765|2|
35|3865|9|
35|4009|1|
35|4092|3|
35|4208|1|
35|4268|9|
35|4414|2|
36|133|5|
36|283|1|
36|374|2|
36|481|8|
36|570|10|
36|684|10|
36|783|1|
36|888|10|
36|1023|1|
36|1144|7|
36|1286|7|
36|1348|8|
36|1452|1|
36|1564|10|
36|1687|10|
37|361|7|
37|453|1|
37|587|7|
37|679|4|
37|739|6|
37|859|2|
37|1002|10|
37|1071|4|
37|1211|3|
37|1326|7|
37|1384|6|
37|1484|1|
37|1597|3|
37|1686|1|
37|1744|8|
37|1824|0|
37|1935|5|
37|2025|2|
37|2110|1|
37|2175|6|
37|2266|0|
37|2387|2|
37|2444|4|
37|2500|4|
37|2564|1|
37|2701|9|
37|2787|10|
37|2848|4|
37|2993|6|
37|3110|4|
37|3243|10|
37|3393|7|
37|3540|6|
37|3621|5|
37|3687|7|
37|3765|2|
37|3845|5|
37|3965|10|
38|184|5|
38|266|10|
38|345|5|
38|439|3|
38|492|2|
38|589|7|
38|672|9|
38|766|4|
38|896|5|
38|1042|2|
38|1182|10|
38|1286|3|
38|1371|6|
38|1509|1|
38|1635|6|
38|1746|0|
38|1811|9|
38|1949|8|
38|2051|5|
38|2110|10|
38|2187|10|
38|2304|6|
38|2364|4|
38|2484|1|
38|2567|6|
38|2706|0|
38|2797|7|
38|2938|1|
38|2989|0|
38|3100|10|
38|3200|10|
38|3345|10|
38|3494|8|
38|3612|10|
38|3665|1|
38|3806|4|
38|3919|2|
39|159|3|
39|284|1|
39|412|2|
39|484|9|
39|587|5|
39|657|2|
39|787|4|
39|928|6|
39|1001|1|
39|1116|2|
39|1236|8|
39|1383|8|
39|1532|6|
39|1640|0|
39|1740|0|
39|1831|7|
39|1901|10|
39|1999|3|
39|2067|5|
39|2153|3|
39|2276|2|
39|2372|2|
